YEAR,TAXON,STATUS,COUNT,PROVINCE
2017,Reptiles,ENDANGERED,30,NS
2015,Mammals,EXTINCT,3,NT
2018,Arthropods,ENDANGERED,11,QC
2015,Amphibians,SPECIAL CONCERN,33,ON
2016,Mosses,SPECIAL CONCERN,50,SK
2011,Vascular Plants,THREATENED,26,BC
2016,Birds,SPECIAL CONCERN,45,NU
2013,Reptiles,EXTINCT,18,BC
2019,Amphibians,THREATENED,24,ON
2018,Fishes,THREATENED,19,QC
2013,Lichens,ENDANGERED,30,PE
2015,Lichens,SPECIAL CONCERN,40,AB
2010,Vascular Plants,THREATENED,12,NL
2019,Reptiles,EXTINCT,33,AB
2017,Reptiles,EXTINCT,9,SK
2012,Birds,EXTIRPATED,44,NL
2017,Arthropods,EXTINCT,24,MB
2016,Mosses,SPECIAL CONCERN,20,YT
2014,Birds,EXTINCT,13,AB
2017,Arthropods,EXTINCT,17,BC
2013,Lichens,EXTIRPATED,32,SK
2012,Mammals,THREATENED,11,NL
2012,Arthropods,EXTIRPATED,48,YT
2010,Fishes,EXTINCT,5,AB
2016,Mosses,EXTINCT,30,ON
2019,Lichens,SPECIAL CONCERN,8,BC
2015,Molluscs,SPECIAL CONCERN,6,MB
2011,Mosses,THREATENED,44,ON
2011,Birds,EXTIRPATED,22,YT
2011,Mammals,ENDANGERED,28,NT
2011,Vascular Plants,THREATENED,32,NU
2016,Birds,ENDANGERED,27,NB
2013,Birds,ENDANGERED,15,BC
2019,Reptiles,THREATENED,38,MB
2015,Vascular Plants,THREATENED,21,SK
2011,Fishes,EXTINCT,11,NT
2015,Molluscs,EXTINCT,10,SK
2018,Mosses,EXTIRPATED,41,NU
2018,Birds,ENDANGERED,20,ON
2017,Arthropods,EXTINCT,35,ON
2019,Lichens,THREATENED,38,NU
2013,Molluscs,ENDANGERED,2,PE
2012,Reptiles,THREATENED,1,NU
2015,Fishes,SPECIAL CONCERN,26,PE
2016,Lichens,ENDANGERED,35,YT
2016,Amphibians,ENDANGERED,45,NU
2015,Lichens,THREATENED,5,NB
2010,Fishes,ENDANGERED,3,NS
2013,Arthropods,EXTINCT,30,NL
2014,Arthropods,EXTINCT,23,BC
2018,Vascular Plants,EXTINCT,23,YT
2014,Lichens,EXTIRPATED,27,NU
2018,Vascular Plants,THREATENED,26,NB
2019,Birds,THREATENED,44,NT
2014,Mosses,EXTIRPATED,49,NU
2011,Mosses,EXTINCT,26,ON
2015,Lichens,THREATENED,4,PE
2016,Molluscs,EXTINCT,23,MB
2015,Amphibians,SPECIAL CONCERN,46,MB
2017,Arthropods,SPECIAL CONCERN,24,QC
2018,Fishes,SPECIAL CONCERN,7,NS
2014,Amphibians,EXTINCT,25,NT
2013,Amphibians,SPECIAL CONCERN,32,BC
2012,Mosses,EXTINCT,14,YT
2017,Arthropods,ENDANGERED,30,SK
2012,Birds,EXTINCT,30,NB
2019,Arthropods,SPECIAL CONCERN,9,NB
2018,Arthropods,SPECIAL CONCERN,22,NT
2010,Molluscs,EXTIRPATED,14,NS
2015,Mosses,EXTIRPATED,26,NL
2016,Reptiles,SPECIAL CONCERN,11,QC
2013,Mammals,SPECIAL CONCERN,43,YT
2012,Arthropods,ENDANGERED,5,MB
2016,Fishes,EXTIRPATED,44,NS
2010,Molluscs,EXTIRPATED,20,ON
2015,Vascular Plants,THREATENED,21,AB
2015,Mammals,SPECIAL CONCERN,27,NT
2010,Mammals,EXTINCT,6,PE
2015,Mammals,EXTINCT,48,NB
2010,Mammals,THREATENED,14,AB
2010,Vascular Plants,SPECIAL CONCERN,11,NL
2014,Fishes,SPECIAL CONCERN,14,NT
2015,Amphibians,EXTIRPATED,8,QC
2013,Arthropods,THREATENED,41,QC
2014,Reptiles,EXTINCT,32,NS
2010,Vascular Plants,SPECIAL CONCERN,23,NT
2015,Mosses,EXTINCT,18,PE
2012,Vascular Plants,EXTIRPATED,2,NB
2012,Amphibians,SPECIAL CONCERN,49,YT
2010,Fishes,EXTIRPATED,41,AB
2012,Vascular Plants,EXTIRPATED,29,NL
2019,Fishes,ENDANGERED,14,MB
2012,Vascular Plants,THREATENED,13,YT
2010,Reptiles,SPECIAL CONCERN,3,MB
2015,Mosses,SPECIAL CONCERN,20,QC
2018,Amphibians,ENDANGERED,10,NU
2016,Amphibians,SPECIAL CONCERN,24,QC
2016,Vascular Plants,EXTINCT,49,PE
2019,Fishes,EXTINCT,44,PE
2016,Arthropods,SPECIAL CONCERN,6,NS
2010,Lichens,EXTIRPATED,35,NL
2012,Mosses,THREATENED,8,NS
2018,Reptiles,THREATENED,7,SK
2011,Molluscs,EXTIRPATED,20,NS
2014,Amphibians,ENDANGERED,41,QC
2013,Fishes,SPECIAL CONCERN,42,BC
2011,Vascular Plants,EXTIRPATED,48,AB
2014,Mosses,EXTINCT,18,NS
2010,Fishes,THREATENED,35,NB
2013,Amphibians,SPECIAL CONCERN,35,NT
2017,Fishes,ENDANGERED,47,NB
2019,Reptiles,SPECIAL CONCERN,34,SK
2016,Mosses,EXTINCT,14,NB
2019,Reptiles,THREATENED,21,NL
2018,Mosses,EXTINCT,11,QC
2010,Lichens,SPECIAL CONCERN,19,BC
2018,Arthropods,THREATENED,34,ON
2011,Mammals,EXTIRPATED,3,NU
2019,Reptiles,EXTIRPATED,11,YT
2018,Mosses,ENDANGERED,6,BC
2015,Vascular Plants,EXTINCT,15,NT
2012,Birds,THREATENED,1,QC
2017,Mosses,EXTINCT,2,PE
2012,Reptiles,THREATENED,46,BC
2013,Molluscs,THREATENED,20,SK
2015,Arthropods,EXTINCT,10,NL
2012,Birds,EXTIRPATED,24,MB
2017,Mammals,EXTIRPATED,35,ON
2014,Vascular Plants,ENDANGERED,11,NS
2014,Birds,THREATENED,32,AB
2012,Molluscs,THREATENED,48,NT
2012,Fishes,EXTIRPATED,39,NB
2010,Vascular Plants,EXTINCT,3,NS
2016,Birds,ENDANGERED,43,QC
2017,Fishes,EXTINCT,39,NS
2013,Fishes,ENDANGERED,15,NS
2017,Amphibians,ENDANGERED,12,YT
2012,Birds,THREATENED,39,NU
2017,Arthropods,EXTIRPATED,33,PE
2012,Reptiles,SPECIAL CONCERN,42,PE
2016,Amphibians,EXTIRPATED,34,NU
2014,Mammals,ENDANGERED,24,PE
2015,Fishes,ENDANGERED,40,MB
2010,Reptiles,EXTINCT,34,NL
2012,Vascular Plants,ENDANGERED,15,PE
2012,Birds,ENDANGERED,21,MB
2017,Vascular Plants,ENDANGERED,9,QC
2012,Mosses,THREATENED,18,QC
2011,Arthropods,EXTIRPATED,18,NL
2015,Mosses,EXTIRPATED,27,NB
2011,Vascular Plants,SPECIAL CONCERN,26,NT
2016,Mammals,EXTIRPATED,45,YT
2010,Lichens,EXTINCT,16,NU
2012,Mosses,ENDANGERED,5,BC
2016,Amphibians,EXTINCT,34,ON
2014,Arthropods,THREATENED,42,ON
2014,Arthropods,ENDANGERED,32,AB
2019,Vascular Plants,EXTIRPATED,19,NU
2018,Fishes,EXTINCT,46,NU
2016,Reptiles,ENDANGERED,40,NS
2011,Mosses,THREATENED,11,NL
2011,Vascular Plants,EXTINCT,38,NB
2018,Lichens,THREATENED,14,SK
2010,Mosses,EXTINCT,19,YT
2012,Amphibians,EXTIRPATED,16,YT
2018,Vascular Plants,THREATENED,48,YT
2010,Amphibians,ENDANGERED,25,SK
2010,Mosses,SPECIAL CONCERN,16,NB
2017,Mammals,ENDANGERED,27,MB
2013,Reptiles,SPECIAL CONCERN,15,AB
2015,Amphibians,THREATENED,9,AB
2018,Vascular Plants,THREATENED,11,BC
2015,Lichens,EXTIRPATED,15,NL
2013,Birds,THREATENED,28,AB
2010,Reptiles,ENDANGERED,7,NL
2017,Vascular Plants,EXTIRPATED,45,NS
2010,Reptiles,SPECIAL CONCERN,49,NS
2013,Arthropods,SPECIAL CONCERN,49,NB
2012,Amphibians,EXTINCT,21,NL
2013,Birds,ENDANGERED,12,NU
2011,Fishes,THREATENED,20,NT
2016,Molluscs,ENDANGERED,40,MB
2013,Vascular Plants,THREATENED,13,SK
2018,Amphibians,ENDANGERED,33,QC
2011,Arthropods,SPECIAL CONCERN,17,ON
2012,Vascular Plants,SPECIAL CONCERN,17,NB
2010,Vascular Plants,ENDANGERED,24,AB
2011,Lichens,ENDANGERED,48,ON
2016,Mammals,THREATENED,30,ON
2014,Arthropods,THREATENED,4,PE
2014,Birds,THREATENED,32,NT
2014,Molluscs,SPECIAL CONCERN,41,YT
2016,Mosses,THREATENED,43,YT
2013,Fishes,ENDANGERED,32,NU
2015,Amphibians,EXTIRPATED,46,BC
2014,Amphibians,SPECIAL CONCERN,21,NB
2014,Mammals,THREATENED,19,QC
2010,Arthropods,SPECIAL CONCERN,42,NS
2017,Molluscs,EXTINCT,8,MB
2016,Fishes,SPECIAL CONCERN,44,YT
2014,Amphibians,ENDANGERED,16,NL
2015,Mammals,THREATENED,27,QC
2014,Birds,EXTINCT,20,NU
2017,Mosses,EXTINCT,45,BC
2016,Lichens,THREATENED,26,PE
2019,Fishes,SPECIAL CONCERN,22,BC
2014,Vascular Plants,EXTIRPATED,39,NU
2017,Reptiles,SPECIAL CONCERN,14,NS
2014,Arthropods,THREATENED,45,BC
2018,Amphibians,EXTIRPATED,14,ON
2018,Amphibians,ENDANGERED,19,YT
2018,Lichens,EXTIRPATED,5,AB
2014,Vascular Plants,ENDANGERED,11,YT
2017,Molluscs,EXTIRPATED,16,QC
2014,Arthropods,EXTIRPATED,24,NS
2010,Arthropods,THREATENED,14,NL
2014,Fishes,ENDANGERED,4,QC
2014,Amphibians,THREATENED,36,BC
2019,Fishes,EXTIRPATED,12,AB
2018,Birds,ENDANGERED,29,PE
2013,Lichens,EXTINCT,44,MB
2019,Mosses,EXTINCT,30,NB
2011,Molluscs,SPECIAL CONCERN,48,PE
2014,Amphibians,EXTIRPATED,47,ON
2018,Lichens,THREATENED,23,NL
2016,Mosses,EXTINCT,47,QC
2010,Lichens,EXTIRPATED,4,BC
2010,Molluscs,EXTIRPATED,42,PE
2010,Vascular Plants,THREATENED,19,BC
2015,Amphibians,THREATENED,11,ON
2010,Birds,EXTIRPATED,34,AB
2019,Mosses,ENDANGERED,28,SK
2010,Arthropods,SPECIAL CONCERN,42,AB
2013,Mosses,THREATENED,46,AB
2018,Amphibians,SPECIAL CONCERN,12,NL
2019,Reptiles,EXTINCT,42,YT
2012,Birds,SPECIAL CONCERN,38,NT
2017,Lichens,EXTINCT,43,NL
2016,Mammals,EXTINCT,27,NB
2016,Lichens,SPECIAL CONCERN,23,QC
2010,Reptiles,EXTIRPATED,2,NL
2011,Amphibians,ENDANGERED,42,MB
2011,Vascular Plants,EXTIRPATED,18,PE
2012,Reptiles,THREATENED,41,YT
2014,Mosses,EXTIRPATED,48,MB
2017,Arthropods,EXTIRPATED,40,NB
2016,Mammals,EXTINCT,34,NT
2016,Mammals,THREATENED,34,NL
2015,Lichens,THREATENED,49,QC
2016,Birds,EXTIRPATED,6,NS
2014,Fishes,ENDANGERED,34,AB
2015,Mosses,EXTINCT,26,YT
2019,Mosses,EXTIRPATED,31,NS
2013,Amphibians,EXTINCT,38,YT
2012,Mammals,ENDANGERED,14,NB
2011,Arthropods,THREATENED,41,NU
2014,Molluscs,EXTIRPATED,20,YT
2014,Vascular Plants,THREATENED,40,AB
2017,Arthropods,EXTINCT,45,NU
2012,Fishes,ENDANGERED,46,NT
2011,Arthropods,SPECIAL CONCERN,19,NS
2013,Arthropods,SPECIAL CONCERN,30,NL
2011,Vascular Plants,EXTIRPATED,20,BC
2013,Mammals,ENDANGERED,14,NT
2014,Lichens,ENDANGERED,2,NS
2010,Birds,EXTINCT,27,BC
2012,Amphibians,EXTIRPATED,38,NT
2019,Mammals,EXTINCT,42,ON
2010,Fishes,THREATENED,27,NU
2012,Arthropods,THREATENED,45,NL
2014,Birds,ENDANGERED,32,PE
2013,Arthropods,EXTINCT,35,MB
2018,Reptiles,SPECIAL CONCERN,23,NS
2012,Vascular Plants,EXTIRPATED,21,NS
2016,Molluscs,EXTINCT,14,SK
2016,Lichens,EXTINCT,36,NS
2012,Reptiles,ENDANGERED,32,NS
2017,Reptiles,ENDANGERED,28,NL
2011,Mosses,ENDANGERED,2,BC
2017,Mosses,THREATENED,37,NU
2018,Mammals,THREATENED,35,MB
2016,Amphibians,EXTINCT,2,NU
2019,Amphibians,EXTIRPATED,25,BC
2015,Vascular Plants,THREATENED,3,NL
2015,Lichens,SPECIAL CONCERN,23,ON
2014,Molluscs,ENDANGERED,30,NS
2017,Amphibians,EXTINCT,27,MB
2019,Fishes,EXTINCT,8,QC
2014,Vascular Plants,EXTINCT,12,YT
2010,Mosses,EXTINCT,49,SK
2015,Reptiles,EXTINCT,42,NT
2017,Birds,EXTINCT,45,ON
2012,Amphibians,EXTINCT,33,AB
2017,Birds,SPECIAL CONCERN,45,ON
2017,Mosses,ENDANGERED,41,NT
2012,Amphibians,EXTINCT,46,PE
2010,Mosses,THREATENED,1,AB
2015,Amphibians,SPECIAL CONCERN,15,NS
2019,Vascular Plants,ENDANGERED,29,NU
2016,Molluscs,SPECIAL CONCERN,8,AB
2015,Reptiles,THREATENED,2,MB
2010,Birds,EXTINCT,10,YT
2010,Arthropods,EXTIRPATED,3,NT
2010,Molluscs,SPECIAL CONCERN,50,BC
2011,Mammals,EXTIRPATED,5,SK
2015,Arthropods,ENDANGERED,41,NB
2013,Mosses,EXTIRPATED,9,ON
2011,Fishes,EXTINCT,43,SK
2016,Fishes,EXTINCT,29,NU
2013,Fishes,SPECIAL CONCERN,48,NB
2019,Lichens,EXTIRPATED,11,MB
2016,Arthropods,EXTIRPATED,17,NL
2012,Birds,ENDANGERED,39,SK
2011,Reptiles,EXTINCT,31,AB
2012,Lichens,ENDANGERED,8,NB
2015,Molluscs,ENDANGERED,46,NS
2019,Molluscs,ENDANGERED,22,NT
2011,Mammals,THREATENED,1,SK
2012,Mammals,THREATENED,38,PE
2017,Birds,EXTIRPATED,4,NS
2019,Reptiles,ENDANGERED,8,SK
2013,Mammals,THREATENED,38,ON
2011,Fishes,SPECIAL CONCERN,10,YT
2017,Molluscs,EXTIRPATED,47,ON
2014,Lichens,THREATENED,2,MB
2010,Amphibians,EXTINCT,14,NL
2018,Amphibians,ENDANGERED,34,NT
2010,Molluscs,SPECIAL CONCERN,13,NT
2018,Reptiles,EXTINCT,25,NB
2011,Molluscs,THREATENED,33,BC
2013,Mammals,THREATENED,49,NU
2013,Molluscs,THREATENED,45,NS
2017,Birds,SPECIAL CONCERN,21,YT
2017,Amphibians,SPECIAL CONCERN,24,BC
2015,Vascular Plants,SPECIAL CONCERN,44,QC
2019,Arthropods,SPECIAL CONCERN,5,AB
2019,Arthropods,ENDANGERED,43,NL
2017,Molluscs,THREATENED,20,ON
2011,Mosses,EXTINCT,16,BC
2013,Reptiles,SPECIAL CONCERN,8,SK
2012,Fishes,ENDANGERED,19,NS
2011,Vascular Plants,SPECIAL CONCERN,13,NL
2013,Mammals,THREATENED,20,SK
2016,Mammals,SPECIAL CONCERN,18,PE
2016,Reptiles,THREATENED,34,NT
2016,Arthropods,SPECIAL CONCERN,19,MB
2016,Reptiles,THREATENED,38,NU
2018,Amphibians,THREATENED,10,NB
2010,Mosses,SPECIAL CONCERN,23,AB
2019,Mosses,EXTINCT,25,NS
2015,Mosses,ENDANGERED,43,NT
2010,Reptiles,THREATENED,11,QC
2013,Reptiles,EXTIRPATED,14,NL
2012,Molluscs,THREATENED,10,MB
2012,Mosses,EXTIRPATED,20,QC
2016,Fishes,THREATENED,14,YT
2019,Lichens,EXTINCT,29,AB
2013,Mosses,ENDANGERED,19,ON
2012,Birds,EXTINCT,12,PE
2016,Lichens,EXTINCT,20,AB
2014,Molluscs,THREATENED,48,YT
2011,Vascular Plants,EXTINCT,28,NS
2012,Birds,EXTINCT,11,ON
2011,Reptiles,ENDANGERED,46,PE
2011,Amphibians,THREATENED,44,ON
2018,Lichens,SPECIAL CONCERN,5,NB
2015,Mammals,ENDANGERED,43,NT
2019,Amphibians,THREATENED,2,YT
2012,Arthropods,SPECIAL CONCERN,33,AB
2018,Mosses,EXTINCT,19,BC
2016,Lichens,EXTIRPATED,23,MB
2015,Amphibians,THREATENED,44,BC
2016,Mammals,EXTIRPATED,26,ON
2012,Fishes,SPECIAL CONCERN,30,ON
2015,Arthropods,EXTINCT,45,NT
2016,Arthropods,SPECIAL CONCERN,7,NU
2014,Vascular Plants,ENDANGERED,48,NB
2010,Vascular Plants,EXTIRPATED,27,NB
2011,Reptiles,SPECIAL CONCERN,42,YT
2019,Mosses,THREATENED,46,NB
2018,Mammals,ENDANGERED,19,AB
2018,Birds,THREATENED,20,NL
2012,Fishes,THREATENED,28,NB
2016,Vascular Plants,ENDANGERED,16,QC
2011,Birds,THREATENED,14,YT
2010,Amphibians,EXTINCT,11,NS
2010,Molluscs,THREATENED,43,YT
2010,Arthropods,SPECIAL CONCERN,7,NL
2019,Mosses,EXTIRPATED,13,ON
2011,Mosses,EXTIRPATED,20,SK
2011,Birds,THREATENED,31,AB
2010,Fishes,ENDANGERED,20,NB
2012,Amphibians,ENDANGERED,49,BC
2014,Vascular Plants,SPECIAL CONCERN,20,MB
2015,Amphibians,ENDANGERED,10,SK
2013,Fishes,EXTIRPATED,35,NU
2014,Birds,EXTIRPATED,13,NU
2013,Fishes,SPECIAL CONCERN,44,YT
2010,Mosses,EXTINCT,22,MB
2010,Mosses,EXTINCT,14,ON
2014,Fishes,EXTINCT,2,NS
2010,Reptiles,ENDANGERED,30,SK
2018,Arthropods,THREATENED,2,QC
2017,Amphibians,EXTIRPATED,17,NU
2017,Birds,SPECIAL CONCERN,34,NS
2018,Mosses,EXTIRPATED,34,NL
2016,Fishes,THREATENED,10,ON
2018,Fishes,THREATENED,15,NB
2018,Molluscs,EXTIRPATED,28,NT
2010,Fishes,THREATENED,38,NS
2018,Amphibians,ENDANGERED,27,NS
2018,Birds,ENDANGERED,9,NL
2014,Lichens,EXTIRPATED,3,QC
2015,Mosses,EXTIRPATED,18,BC
2012,Reptiles,EXTIRPATED,19,NU
2014,Mammals,EXTIRPATED,31,NL
2012,Lichens,EXTINCT,42,MB
2010,Amphibians,SPECIAL CONCERN,37,MB
2017,Fishes,EXTIRPATED,17,AB
2016,Mosses,EXTIRPATED,30,AB
2014,Mammals,ENDANGERED,18,NL
2016,Lichens,EXTIRPATED,20,SK
2011,Birds,THREATENED,3,ON
2019,Mammals,ENDANGERED,38,SK
2018,Birds,EXTIRPATED,27,NS
2016,Birds,ENDANGERED,5,NS
2018,Arthropods,EXTINCT,27,BC
2011,Fishes,EXTINCT,49,NB
2010,Mammals,THREATENED,9,BC
2011,Mammals,SPECIAL CONCERN,5,YT
2017,Amphibians,ENDANGERED,5,NB
2019,Lichens,EXTIRPATED,31,ON
2017,Arthropods,ENDANGERED,38,MB
2015,Mosses,ENDANGERED,6,AB
2016,Birds,THREATENED,29,NB
2010,Mammals,EXTIRPATED,8,NT
2010,Arthropods,EXTINCT,45,YT
2014,Arthropods,EXTIRPATED,31,NL
2015,Birds,THREATENED,10,QC
2017,Molluscs,SPECIAL CONCERN,37,BC
2010,Molluscs,ENDANGERED,11,NT
2017,Birds,ENDANGERED,50,SK
2012,Molluscs,ENDANGERED,1,BC
2012,Mosses,EXTIRPATED,40,BC
2010,Molluscs,EXTINCT,36,YT
2014,Mosses,SPECIAL CONCERN,28,NU
2016,Lichens,ENDANGERED,3,ON
2011,Molluscs,ENDANGERED,43,PE
2011,Vascular Plants,SPECIAL CONCERN,21,SK
2015,Molluscs,EXTIRPATED,25,NS
2016,Arthropods,EXTIRPATED,5,QC
2019,Fishes,THREATENED,11,NU
2014,Amphibians,THREATENED,41,ON
2011,Mammals,THREATENED,25,NS
2018,Mosses,EXTIRPATED,40,PE
2013,Birds,ENDANGERED,32,PE
2017,Mammals,ENDANGERED,24,BC
2014,Arthropods,THREATENED,12,AB
2019,Mosses,ENDANGERED,14,NT
2010,Lichens,EXTIRPATED,30,SK
2013,Lichens,SPECIAL CONCERN,9,NB
2010,Fishes,ENDANGERED,38,QC
2017,Birds,EXTINCT,26,NT
2017,Mammals,EXTIRPATED,26,QC
2011,Molluscs,THREATENED,7,ON
2010,Amphibians,ENDANGERED,11,BC
2018,Amphibians,THREATENED,33,NT
2019,Arthropods,ENDANGERED,45,BC
2017,Lichens,EXTIRPATED,8,NB
2010,Mosses,EXTINCT,31,QC
2014,Vascular Plants,THREATENED,14,SK
2011,Lichens,ENDANGERED,24,NL
2010,Lichens,THREATENED,26,NL
2010,Vascular Plants,THREATENED,3,SK
2017,Arthropods,THREATENED,12,AB
2016,Lichens,SPECIAL CONCERN,36,BC
2010,Fishes,EXTINCT,25,NS
2019,Amphibians,EXTINCT,8,QC
2019,Mosses,SPECIAL CONCERN,41,QC
2016,Arthropods,EXTIRPATED,28,AB
2013,Arthropods,EXTIRPATED,17,MB
2014,Birds,ENDANGERED,21,ON
2015,Birds,ENDANGERED,5,QC
2019,Amphibians,THREATENED,31,NT
2010,Amphibians,ENDANGERED,49,NS
2016,Vascular Plants,SPECIAL CONCERN,10,YT
2015,Lichens,THREATENED,9,ON
2014,Fishes,THREATENED,39,SK
2019,Mammals,EXTINCT,26,NU
2017,Lichens,EXTINCT,19,AB
2010,Mosses,EXTIRPATED,19,NL
2014,Mosses,EXTINCT,3,ON
2016,Mosses,EXTIRPATED,29,PE
2012,Mosses,EXTINCT,31,NS
2017,Reptiles,EXTINCT,18,AB
2011,Reptiles,ENDANGERED,5,ON
2010,Mammals,THREATENED,34,NB
2012,Reptiles,ENDANGERED,29,PE
2010,Vascular Plants,EXTIRPATED,26,AB
2012,Lichens,SPECIAL CONCERN,35,MB
2019,Mammals,EXTINCT,14,AB
2011,Amphibians,THREATENED,33,NL
2013,Mammals,EXTIRPATED,32,NB
2015,Amphibians,SPECIAL CONCERN,1,YT
2016,Mosses,ENDANGERED,42,AB
2015,Reptiles,EXTINCT,46,AB
2011,Lichens,EXTIRPATED,33,YT
2013,Molluscs,THREATENED,2,NT
2013,Amphibians,ENDANGERED,31,AB
2014,Lichens,SPECIAL CONCERN,49,MB
2016,Mammals,THREATENED,33,NU
2019,Molluscs,EXTINCT,21,AB
2013,Reptiles,EXTIRPATED,10,YT
2015,Mammals,ENDANGERED,31,NU
2014,Vascular Plants,EXTIRPATED,26,NS
2018,Mosses,THREATENED,42,NU
2010,Birds,EXTINCT,46,NS
2011,Lichens,EXTINCT,20,NS
2012,Amphibians,THREATENED,38,NU
2013,Molluscs,ENDANGERED,9,AB
2015,Birds,EXTIRPATED,11,PE
2017,Molluscs,EXTIRPATED,44,PE
2015,Mosses,EXTINCT,41,AB
2019,Birds,EXTINCT,42,SK
2015,Molluscs,ENDANGERED,6,NU
2015,Vascular Plants,THREATENED,29,NB
2018,Molluscs,ENDANGERED,14,PE
2011,Arthropods,ENDANGERED,5,QC
2019,Molluscs,EXTIRPATED,2,ON
2015,Birds,EXTIRPATED,16,NB
2019,Mosses,THREATENED,47,NL
2015,Reptiles,ENDANGERED,29,NB
2014,Birds,EXTIRPATED,49,NT
2010,Vascular Plants,SPECIAL CONCERN,16,NS
2015,Fishes,THREATENED,50,SK
2011,Fishes,EXTINCT,48,NU
2018,Birds,EXTIRPATED,44,NL
2012,Lichens,THREATENED,2,NU
2013,Amphibians,THREATENED,50,ON
2019,Birds,THREATENED,39,NU
2014,Mosses,EXTINCT,28,NU
2014,Arthropods,EXTIRPATED,28,ON
2015,Molluscs,THREATENED,16,BC
2014,Fishes,SPECIAL CONCERN,43,AB
2010,Arthropods,SPECIAL CONCERN,24,MB
2012,Reptiles,ENDANGERED,24,NB
2016,Mosses,THREATENED,18,PE
2019,Fishes,ENDANGERED,46,BC
2013,Birds,EXTINCT,18,NS
2010,Amphibians,ENDANGERED,28,NB
2018,Lichens,ENDANGERED,34,BC
2018,Arthropods,EXTINCT,22,NT
2017,Mammals,THREATENED,11,NU
2015,Lichens,THREATENED,33,YT
2016,Birds,EXTINCT,43,NT
2015,Lichens,ENDANGERED,4,SK
2010,Vascular Plants,EXTINCT,42,NL
2014,Reptiles,ENDANGERED,23,BC
2011,Vascular Plants,EXTINCT,40,NL
2019,Mosses,ENDANGERED,47,NU
2015,Mosses,EXTIRPATED,16,ON
2012,Vascular Plants,THREATENED,19,BC
2011,Arthropods,EXTINCT,5,ON
2014,Lichens,SPECIAL CONCERN,4,SK
2015,Molluscs,SPECIAL CONCERN,28,NL
2016,Reptiles,EXTINCT,42,NS
2014,Vascular Plants,SPECIAL CONCERN,44,NB
2011,Mammals,EXTINCT,2,QC
2019,Birds,EXTIRPATED,34,NS
2014,Molluscs,SPECIAL CONCERN,7,SK
2016,Birds,THREATENED,36,YT
2011,Mammals,EXTIRPATED,13,NT
2015,Arthropods,EXTINCT,50,QC
2016,Birds,ENDANGERED,18,NL
2018,Mosses,EXTINCT,34,YT
2019,Mosses,THREATENED,10,NT
2013,Fishes,ENDANGERED,22,NT
2019,Amphibians,SPECIAL CONCERN,11,NU
2018,Molluscs,ENDANGERED,5,ON
2011,Mosses,THREATENED,18,QC
2011,Mammals,SPECIAL CONCERN,26,NB
2011,Birds,ENDANGERED,41,NS
2019,Molluscs,SPECIAL CONCERN,21,AB
2013,Arthropods,EXTIRPATED,31,NT
2016,Reptiles,ENDANGERED,34,MB
2010,Arthropods,THREATENED,14,QC
2019,Vascular Plants,EXTIRPATED,45,MB
2016,Fishes,SPECIAL CONCERN,26,BC
2012,Molluscs,THREATENED,38,QC
2012,Molluscs,SPECIAL CONCERN,27,ON
2010,Mosses,EXTINCT,37,PE
2013,Lichens,ENDANGERED,15,NL
2019,Birds,SPECIAL CONCERN,46,NU
2016,Lichens,ENDANGERED,14,NS
2013,Molluscs,EXTIRPATED,10,BC
2018,Fishes,EXTINCT,20,ON
2019,Mammals,SPECIAL CONCERN,36,NB
2015,Reptiles,SPECIAL CONCERN,27,ON
2015,Mammals,EXTINCT,20,SK
2015,Arthropods,THREATENED,18,NT
2012,Mosses,THREATENED,32,NT
2018,Fishes,ENDANGERED,28,AB
2014,Lichens,SPECIAL CONCERN,39,ON
2018,Arthropods,ENDANGERED,8,NT
2013,Lichens,EXTIRPATED,43,NB
2019,Birds,ENDANGERED,12,ON
2019,Lichens,EXTIRPATED,46,NL
2014,Reptiles,ENDANGERED,49,ON
2018,Reptiles,SPECIAL CONCERN,27,QC
2010,Vascular Plants,SPECIAL CONCERN,35,QC
2017,Arthropods,EXTIRPATED,5,ON
2016,Reptiles,EXTIRPATED,11,MB
2010,Fishes,EXTINCT,16,NB
2016,Lichens,THREATENED,35,ON
2016,Molluscs,EXTIRPATED,6,QC
2015,Molluscs,ENDANGERED,38,NL
2013,Vascular Plants,THREATENED,36,NL
2017,Birds,EXTINCT,36,NU
2019,Amphibians,EXTIRPATED,16,NL
2010,Vascular Plants,SPECIAL CONCERN,23,NB
2019,Reptiles,THREATENED,46,NS
2011,Mosses,EXTINCT,41,SK
2012,Vascular Plants,SPECIAL CONCERN,47,MB
2010,Molluscs,THREATENED,23,AB
2015,Lichens,EXTINCT,16,NB
2014,Amphibians,SPECIAL CONCERN,1,NL
2019,Mammals,THREATENED,8,NS
2013,Vascular Plants,SPECIAL CONCERN,42,YT
2014,Mammals,SPECIAL CONCERN,19,ON
2012,Birds,SPECIAL CONCERN,16,YT
2013,Reptiles,EXTINCT,49,NL
2013,Reptiles,SPECIAL CONCERN,10,QC
2013,Mammals,EXTINCT,38,BC
2010,Mammals,EXTIRPATED,16,AB
2014,Mammals,EXTIRPATED,38,SK
2012,Vascular Plants,SPECIAL CONCERN,40,BC
2016,Mosses,EXTIRPATED,20,NL
2019,Mosses,THREATENED,34,MB
2017,Molluscs,ENDANGERED,20,YT
